12;Edificios;102;SI;BASES DE LICITACI‡N PARA OTORGAR CONCESIONES PARA OPERAR ESTABLECIMIENTOS QUE PRACTIQUEN REVISIONES TECNICAS DE VEHICULOS EN LA REGION DE LIBERTADOR GENERAL BERNARDO O'HIGGINS;SUBSECRERARIA DE TRANSPORTES;8933;SSVTT;;;18-04-2013;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;42017
12;Edificios;103;SI;BASES DE LICITACI‡N PARA OTORGAR CONCESIONES PARA OPERAR ESTABLECIMIENTOS QUE PRACTIQUEN REVISIONES TECNICAS DE VEHICULOS EN LA REGION DE LIBERTADOR GENERAL BERNARDO O'HIGGINS;SUBSECRERARIA DE TRANSPORTES;91183;SSVTT;;;03-02-2015;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;42017
12;Edificios;104;SI;50% MECANICA DE SUELOS SAN VICENTE;SOC DE CONTROL DE CALIDAD E INSPECCIONES LTDA;22571;SSVTT;;;18-08-2015;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;410100
12;Edificios;105;SI;50% RESTANTE SAN VICENTE;SOC DE CONTROL DE CALIDAD E INSPECCIONES LTDA;22787;SSVTT;;;30-09-2015;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;410100
12;Edificios;105;SI;COEFICIENTE DE EMPUJER;SOC DE CONTROL DE CALIDAD E INSPECCIONES LTDA;22787;SSVTT;;;30-09-2015;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;100000
12;Edificios;106;SI;PLANOS CON TOPOGRAFIA DE DETALLE SEGÈN REQUERIMIENTO CON DETALLE EXRERIO Y CURVAS DE NIVEL CON GPS SAN VICENTE;LUIS ANTONIO CANALES MIRANDA;163;SSVTT;;;16-11-2015;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;500000
12;Edificios;1;SI;CONSTRUCCI‡N;LUIS ANTONIO CANALES MIRANDA;171;SSVTT;CONSTRUCCI‡N;;05-05-2016;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;25383784
12;Edificios;30;SI;Construccion;LUIS ANTONIO CANALES MIRANDA;177;SSVTT;CONSTRUCCI‡N;;30-06-2016;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;25509136
12;Edificios;107;SI;DISE•O DE ACCESOS MOP PRT VI REGI‡N;SERVICIOS DE INGENIER÷A JORGE WASHINGTON LTDA;95;SSVTT;;;09-08-2016;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;1025942
12;Edificios;98;SI;ANTICIPO 50% PROYECTO ESTRUCTURAL PRT RANCAGUA (51 UF);INGEMAB INGENIERIA Y CONSULTORIA SpA;470;SSVTT;;;19-08-2016;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;1623707
12;Edificios;34;SI;TOPOGRAFIA;CONSTRUCCIONES DANIELA ALIAGA E.I.R.L.;4;SSVTT;;;13-12-2016;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;500000
12;Edificios;35;SI;30% INICIAL. 30% INICIAL TRABAJOS EN SAN VICENTE;CONSTRUCTORA E INGENIERIA ELECTROCA ALCANTARA S.A;68;SSVTT;;;20-03-2017;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;3441077
12;Edificios;36;SI;LEVANTAMIENTO ALTIMETRICO CON DETALLES DE EXISTENCIAS;ERIKA ISABEL IBARRA BECERRA;17;SSVTT;;;28-03-2017;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;400000
12;Edificios;37;SI;COTIZACION 100/2017. ACCESOS PLANTA DE REVISION TECNICA;SOCIEDAD BUSTAMANTE Y COMPANIA LIMITADA;12;SSVTT;;;04-04-2017;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;698865
12;Edificios;40;SI;LETRERO Y SE•ALIZACION;PUBLICIDAD ALTO IMPACTO LTDA;77;SSVTT;;;17-04-2017;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;1347480
12;Edificios;39;SI;REV. ARQ.;VALESKA ANDREA PENA MORADA;23;SSVTT;;;21-04-2017;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;722155
12;Edificios;41;SI;CABLE;CIA DISTRIBUIDORA DE ELECTRONICA Y TELECUMNICAC LTDA;50851;SSVTT;;;10-05-2017;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;65000
12;Edificios;43;SI;MATERIALES VARIOS DE CONSTRUCCION;VILLAR HERMANOS S.A.;3663090;SSVTT;;;11-05-2017;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;70331
12;Edificios;42;SI;PANEL VAC÷O CAT.6A 249;CIA DISTRIBUIDORA DE ELECTRONICA Y TELECUMNICAC LTDA;50879;SSVTT;;;11-05-2017;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;57732
12;Edificios;2;SI;CONSTRUCCI‡N;SOC. CONSTRUCTORA CALQUIN LTDA.;53;SSVTT;CONSTRUCCI‡N;;21-06-2017;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;95372000
12;Edificios;44;SI;ANTICIPO 30%. EMPALME DE AGUA POTABLE Y UD DE ALCATARI;CONSTRUCTORA KISA LTDA;76;SSVTT;;;28-06-2017;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;1950000
12;Edificios;46;SI;LETRERO Y SE•ALIZACION;PUBLICIDAD ALTO IMPACTO LTDA;90;SSVTT;;;11-07-2017;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;1347480
12;Edificios;45;SI;MAMPARA, PUERTA, ESPEJO. FABRICACI‡N E INSTALACI‡N MAMPARA;ALUMINIOS XIMENA ANTONIETA CARO ESCOBAR E.I.R.L.;16;SSVTT;;;11-07-2017;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;700000
12;Edificios;47;SI;MATERIALES VARIOS DE CONSTRUCCION;FERRETERIA ENOL LTDA;121708;SSVTT;;;15-07-2017;29-01-2016;29-01-2024;01-03-2018;0;65;C;85;120;244325
