2;Edificios;102;SI;BASES DE LICITACION PARA OTORGAR CONCESIONES PARA OPERAR ESTABLECIMIENTOS QUE PRACTIQUEN REVISIONES TENICAS DE VEHICULOS EN LA REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;SUBSECRETARIA DE TRANSPORTES;8933;RANCAGUA;;;18-04-2013;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;42017
2;Edificios;41;SI;BASES DE LICITACION PARA OTORGAR CONCESIONES PARA OPERAR ESTABLECIMIENTOS QUE PRACTIQUEN REVISIONES TENICAS DE VEHICULOS EN LA REGION DEL LIBERTADOR GENERAL BERNARDO OHIGGINS;SUBSECRETARIA DE TRANSPORTES;9188;RANCAGUA;;;03-02-2015;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;42017
2;Edificios;91;SI;50% MECANICA DE SUELOS RANCAGUA;SOC DE CONTROL DE CALIDAD E INSPECCIONES LIMITADA;22571;RANCAGUA;;;18-08-2015;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;417600
2;Edificios;105;SI;50% RESTANTE RANCAGUA;SOC DE CONTROL DE CALIDAD E INSPECCIONES LIMITADA;22787;RANCAGUA;;;30-09-2015;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;417600
2;Edificios;105;SI;COEFICIENTE DE EMPUJE;SOC DE CONTROL DE CALIDAD E INSPECCIONES LIMITADA;22787;RANCAGUA;;;30-09-2015;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;100000
2;Edificios;91;SI;CALIFATAS TERRENO RANCAGUA;LUIS ANTONIO CANALES MIRANDA;163;RANCAGUA;;;16-11-2015;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;100000
2;Edificios;91;SI;PLANO CON TOPOGRAFIA DE DETALLE SEGÈN REQUERIMEINTO CON DETALLE EXTERIOR Y CURVAS DE NIVEL CON GPS;LUIS ANTONIO CANALES MIRANDA;163;RANCAGUA;;;16-11-2015;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;500000
2;Edificios;53;SI;ALMACENAJE DE CONTENEDOR 20' NORMAL;SITRANS ALM EXTRAPORTUARIOS LTDA;46533;RANCAGUA;;;15-03-2016;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;411478
2;Edificios;39;SI;ESTUDIO ANALISIS VIAL BASICO PRT VI REGION;SERVICIOS DE INGENIERIA JORGE WASHINGTON LIMITADA;77;RANCAGUA;;;26-04-2016;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;2009314
2;Edificios;34;SI;CONSTRUCCI‡N;LUIS ANTONIO CANALES MIRANDA;174;RANCAGUA;CONSTRUCCI‡N;;29-06-2016;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;58667992
2;Edificios;40;SI;ANTICIPO SOLICITUD DE PERTIENCIA PROYECTO PLANTA DE REVISION TECNICA RANCAGUA 50% DE 2.300.000;INGEA INGENIERIA Y GESTION AMBIENTAL LIMITADA;13;RANCAGUA;;;27-07-2016;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;1150000
2;Edificios;107;SI;DISE•O DE ACCESOS MOP PRT ;SERVICIOS DE INGENIERIA JORGE WASHINGTON LIMITADA;95;RANCAGUA;;;09-08-2016;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;1025942
2;Edificios;98;SI;ANTICIPO 50% PROYECTO ESTRUCTURAL PRT RANCAGUA (51 UF);INGEMAB INGENIERIA Y CONSULTORIA SpA;470;RANCAGUA;;;19-08-2016;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;1623707
2;Edificios;92;SI;ENTREGA EN SEREMI SALUD DE ANTECEDENTES PARA CALIFICACION DE PLANTA DE REVISION TECNICA RANCAGUA, 50% DE 1.500.000;INGEA INGENIERIA Y GESTION AMBIENTAL LIMITADA;20;RANCAGUA;;;05-09-2016;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;750000
2;Edificios;42;SI;ENTREGA FINAL 50% PROYECTO ESTRUCTURAL PRT RANCAGUA;INGEMAB INGENIERIA Y CONSULTORIA SpA;476;RANCAGUA;;;03-10-2016;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;3251813
2;Edificios;93;SI;APROBACION SEREMI SALUD REGION O'HIGGINS, CALIFICACION TECNICA PLANTA DE REVISION TECNICA RANCAGUA, 50% FINAL;INGEA INGENIERIA Y GESTION AMBIENTAL LIMITADA;32;RANCAGUA;;;11-11-2016;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;750000
2;Edificios;35;SI;CONSTRUCCI‡N;LUIS ANTONIO CANALES MIRANDA;5;RANCAGUA;CONSTRUCCI‡N;;18-11-2016;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;15742698
2;Edificios;43;SI;LETRERO EN TROVICEL DE 3MM COLOR AZUL Y GRAFICA ADHESIVA PLATEADA DE TAMA•O 30X10 CMS;PUBLICIDAD ALTO IMPACTO LIMITADA;53;RANCAGUA;;;04-01-2017;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;3000
2;Edificios;43;SI;LETRERO EN TROVICEL DE 3MM COLOR AZUL Y GRAFICA ADHESIVA PLATEADA DE TAMA•O 30X10 CMS;PUBLICIDAD ALTO IMPACTO LIMITADA;53;RANCAGUA;;;04-01-2017;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;3000
2;Edificios;43;SI;LETRERO EN TROVICEL DE 3MM COLOR AZUL Y GRAFICA ADHESIVA PLATEADA DE TAMA•O 30X10 CMS;PUBLICIDAD ALTO IMPACTO LIMITADA;53;RANCAGUA;;;04-01-2017;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;3000
2;Edificios;43;SI;LETRERO EN TROVICEL DE 3MM COLOR AZUL Y GRAFICA ADHESIVA PLATEADA DE TAMA•O 30X10 CMS;PUBLICIDAD ALTO IMPACTO LIMITADA;53;RANCAGUA;;;04-01-2017;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;3000
2;Edificios;43;SI;LETRERO EN TROVICEL DE 3MM COLOR AZUL Y GRAFICA ADHESIVA PLATEADA DE TAMA•O 30X10 CMS;PUBLICIDAD ALTO IMPACTO LIMITADA;53;RANCAGUA;;;04-01-2017;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;3000
2;Edificios;43;SI;LETRERO EN TROVICEL DE 3MM COLOR AZUL Y GRAFICA ADHESIVA PLATEADA DE TAMA•O 30X10 CMS;PUBLICIDAD ALTO IMPACTO LIMITADA;53;RANCAGUA;;;04-01-2017;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;3000
2;Edificios;43;SI;LETRERO SALIDAS EN ZINC GALVANIZADO DE 1MM DE TAMA•O 60X60 CMS;PUBLICIDAD ALTO IMPACTO LIMITADA;53;RANCAGUA;;;04-01-2017;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;19800
2;Edificios;43;SI;LETRERO SALIDAS EN ZINC GALVANIZADO DE 1MM DE TAMA•O 60X60 CMS;PUBLICIDAD ALTO IMPACTO LIMITADA;53;RANCAGUA;;;04-01-2017;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;19800
2;Edificios;43;SI;LETRERO SALIDAS EN ZINC GALVANIZADO DE 1MM DE TAMA•O 60X60 CMS;PUBLICIDAD ALTO IMPACTO LIMITADA;53;RANCAGUA;;;04-01-2017;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;19800
2;Edificios;49;SI;DOCUMENTACION (IM) -A ;TAYLOR Y MONTGOMERY LTDA;8870;RANCAGUA;;;21-02-2017;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;16750
2;Edificios;49;SI;CARGO MANIFEST (IM) -A;TAYLOR Y MONTGOMERY LTDA;8870;RANCAGUA;;;21-02-2017;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;50250
2;Edificios;49;SI;HANDLING FEE (IM) -A;TAYLOR Y MONTGOMERY LTDA;8870;RANCAGUA;;;21-02-2017;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;43550
2;Edificios;49;SI;THC (IM)-A. |SHIPPER/CONSIGNEE: MUSTANG DYNAMOMETER/SYS;TAYLOR Y MONTGOMERY LTDA;8870;RANCAGUA;;;21-02-2017;29-01-2016;29-01-2024;01-08-2018;0;;C24;84;120;67000
